rank,group,ntaxa,parent,nH2O,ZC,nC
genus,Halomonas,198,Halomonadaceae,-0.747088,-0.137277,4.881668
genus,Myroides,20,Flavobacteriaceae,-0.768778,-0.189309,5.118999
genus,Sphingobacterium,84,Sphingobacteriaceae,-0.782957,-0.173742,5.085788
genus,Francisella,24,Francisellaceae,-0.738885,-0.204638,5.096142
genus,Paracoccus,97,Rhodobacteraceae,-0.728465,-0.133899,4.797092
genus,Thermus,26,Thermaceae,-0.731723,-0.193721,4.990209
genus,Meiothermus,15,Thermaceae,-0.742774,-0.170881,4.949677
genus,Xanthobacter,12,Xanthobacteraceae,-0.709865,-0.151519,4.782963
genus,Comamonas,42,Comamonadaceae,-0.731359,-0.141602,4.830229
genus,Pseudomonas,1642,Pseudomonadaceae,-0.740437,-0.149513,4.893443
genus,Hydrogenophilus,1,Hydrogenophilaceae,-0.75571,-0.153724,4.923471
genus,Pelomonas,12,Comamonadaceae,-0.729731,-0.137762,4.809271
genus,Xanthomonas,78,Xanthomonadaceae,-0.744457,-0.124408,4.812644
genus,Zoogloea,7,Zoogloeaceae,-0.728511,-0.142627,4.839736
genus,Azotobacter,4,Pseudomonadaceae,-0.744222,-0.139312,4.882573
genus,Agrobacterium,60,Rhizobiaceae,-0.723192,-0.152021,4.854773
genus,Bradyrhizobium,205,Bradyrhizobiaceae,-0.722654,-0.148684,4.832625
genus,Rhizobium,351,Rhizobiaceae,-0.725065,-0.150722,4.851744
genus,Methylobacillus,5,Methylophilaceae,-0.738198,-0.153513,4.913465
genus,Methylobacterium,142,Methylobacteriaceae,-0.709344,-0.135449,4.760437
genus,Methylococcus,6,Methylococcaceae,-0.749955,-0.143502,4.898179
genus,Methylobacter,10,Methylococcaceae,-0.746356,-0.161475,4.964176
genus,Methylomonas,18,Methylococcaceae,-0.750936,-0.15419,4.942278
genus,Methylosinus,14,Methylocystaceae,-0.726199,-0.136033,4.817235
genus,Acetobacter,58,Acetobacteraceae,-0.739287,-0.138431,4.839378
genus,Komagataeibacter,20,Acetobacteraceae,-0.747823,-0.125505,4.81661
genus,Acidomonas,1,Acetobacteraceae,-0.740432,-0.13059,4.819453
genus,Gluconobacter,29,Acetobacteraceae,-0.737426,-0.133728,4.835221
genus,Legionella,68,Legionellaceae,-0.756749,-0.180507,5.05844
genus,Fluoribacter,4,Legionellaceae,-0.759627,-0.183773,5.073221
genus,Tatlockia,3,Legionellaceae,-0.754295,-0.183111,5.063227
genus,Acinetobacter,600,Moraxellaceae,-0.756894,-0.168723,5.014175
genus,Moraxella,29,Moraxellaceae,-0.744943,-0.157126,4.952276
genus,Neisseria,91,Neisseriaceae,-0.749148,-0.155131,4.942333
genus,Bergeriella,1,Neisseriaceae,-0.74408,-0.15068,4.899834
genus,Psychrobacter,139,Moraxellaceae,-0.736377,-0.151539,4.927906
genus,Thermomicrobium,1,Thermomicrobiaceae,-0.733333,-0.158869,4.919843
genus,Kingella,7,Neisseriaceae,-0.756283,-0.147042,4.935118
genus,Alcaligenes,8,Alcaligenaceae,-0.742449,-0.147927,4.894655
genus,Bordetella,29,Alcaligenaceae,-0.731389,-0.13622,4.809802
genus,Acidiphilium,9,Acetobacteraceae,-0.717866,-0.143197,4.77904
genus,Acidocella,5,Acetobacteraceae,-0.720288,-0.156679,4.816099
genus,Beijerinckia,5,Beijerinckiaceae,-0.727767,-0.151092,4.844984
genus,Chromobacterium,20,Chromobacteriaceae,-0.738486,-0.143855,4.861016
genus,Iodobacter,6,Chromobacteriaceae,-0.729121,-0.1662,4.915859
genus,Eikenella,17,Neisseriaceae,-0.758161,-0.144345,4.921727
genus,Zymomonas,1,Sphingomonadaceae,-0.741193,-0.149676,4.916735
genus,Citrobacter,161,Enterobacteriaceae,-0.750047,-0.158309,4.94339
genus,Enterobacter,281,Enterobacteriaceae,-0.749584,-0.156043,4.935057
genus,Erwinia,48,Erwiniaceae,-0.744995,-0.153817,4.926099
genus,Dickeya,19,Pectobacteriaceae,-0.750044,-0.147421,4.922108
genus,Escherichia,149,Enterobacteriaceae,-0.750317,-0.157061,4.948921
genus,Shimwellia,3,Enterobacteriaceae,-0.751845,-0.153031,4.921756
genus,Atlantibacter,4,Enterobacteriaceae,-0.752312,-0.153837,4.930931
genus,Pseudescherichia,1,Enterobacteriaceae,-0.749724,-0.155168,4.929405
genus,Hafnia,4,Hafniaceae,-0.742748,-0.161625,4.94262
genus,Klebsiella,105,Enterobacteriaceae,-0.752324,-0.156324,4.934359
genus,Kluyvera,12,Enterobacteriaceae,-0.752684,-0.155256,4.937266
genus,Morganella,6,Morganellaceae,-0.743728,-0.158951,4.943274
genus,Proteus,70,Morganellaceae,-0.745989,-0.171729,5.006194
genus,Providencia,34,Morganellaceae,-0.745845,-0.169189,4.989889
genus,Salmonella,298,Enterobacteriaceae,-0.751301,-0.15894,4.947639
genus,Serratia,90,Yersiniaceae,-0.748035,-0.155921,4.92514
genus,Shigella,42,Enterobacteriaceae,-0.748998,-0.159649,4.959932
genus,Xenorhabdus,33,Morganellaceae,-0.754635,-0.160413,4.997851
genus,Yersinia,21,Yersiniaceae,-0.741155,-0.157343,4.938342
genus,Edwardsiella,8,Hafniaceae,-0.747645,-0.146952,4.909958
genus,Arsenophonus,11,Morganellaceae,-0.737321,-0.180344,5.046314
genus,Aeromonas,73,Aeromonadaceae,-0.740866,-0.158113,4.923101
genus,Photobacterium,49,Vibrionaceae,-0.748667,-0.160495,4.963732
genus,Vibrio,337,Vibrionaceae,-0.748817,-0.159723,4.9702
genus,Grimontia,7,Vibrionaceae,-0.74682,-0.152878,4.933452
genus,Aliivibrio,13,Vibrionaceae,-0.74266,-0.168161,4.987992
genus,Plesiomonas,2,,-0.742293,-0.15862,4.936528
genus,Actinobacillus,16,Pasteurellaceae,-0.742126,-0.174932,5.009033
genus,Haemophilus,26,Pasteurellaceae,-0.741567,-0.175989,5.015987
genus,Avibacterium,6,Pasteurellaceae,-0.747118,-0.171775,5.01911
genus,Histophilus,1,Pasteurellaceae,-0.713269,-0.154571,4.926859
genus,Aggregatibacter,7,Pasteurellaceae,-0.747333,-0.17426,5.015152
genus,Pasteurella,14,Pasteurellaceae,-0.74198,-0.179348,5.027256
genus,Rodentibacter,13,Pasteurellaceae,-0.745885,-0.174179,5.021806
genus,Anaplasma,6,Anaplasmataceae,-0.714695,-0.148738,4.873143
genus,Bartonella,78,Bartonellaceae,-0.731856,-0.168679,4.970452
genus,Coxiella,8,Coxiellaceae,-0.746654,-0.194936,5.090348
genus,Ehrlichia,9,Anaplasmataceae,-0.726107,-0.187849,5.052975
genus,Rickettsia,50,Rickettsiaceae,-0.713084,-0.200692,5.048485
genus,Orientia,2,Rickettsiaceae,-0.722714,-0.198264,5.102419
genus,Chlamydia,20,Chlamydiaceae,-0.744547,-0.178117,5.015901
genus,Bacteroides,196,Bacteroidaceae,-0.796913,-0.161006,5.075334
genus,Sebaldella,1,Leptotrichiaceae,-0.723828,-0.196317,5.072108
genus,Butyrivibrio,48,Lachnospiraceae,-0.755013,-0.167912,5.018149
genus,Fibrobacter,40,Fibrobacteraceae,-0.775248,-0.154909,4.98925
genus,Porphyromonas,32,Porphyromonadaceae,-0.767641,-0.161663,5.037608
genus,Prevotella,156,Prevotellaceae,-0.790127,-0.153972,5.05102
genus,Roseburia,50,Lachnospiraceae,-0.749222,-0.167018,5.022402
genus,Wolinella,1,Helicobacteraceae,-0.730468,-0.198462,5.059303
genus,Oxalobacter,1,Oxalobacteraceae,-0.74372,-0.151473,4.937362
genus,Fusobacterium,52,Fusobacteriaceae,-0.71142,-0.216359,5.124074
genus,Syntrophomonas,3,Syntrophomonadaceae,-0.721964,-0.179853,5.002986
genus,Pectinatus,6,Selenomonadaceae,-0.723682,-0.189629,5.018409
genus,Ruminobacter,3,Succinivibrionaceae,-0.746513,-0.155726,4.988478
genus,Dichelobacter,1,Cardiobacteriaceae,-0.761341,-0.157376,4.998873
genus,Desulfovibrio,63,Desulfovibrionaceae,-0.73255,-0.150248,4.870404
genus,Desulfocurvibacter,1,Desulfovibrionaceae,-0.72882,-0.152667,4.894175
genus,Maridesulfovibrio,7,Desulfovibrionaceae,-0.726957,-0.175331,4.966417
genus,Thermodesulfobacterium,7,Thermodesulfobacteriaceae,-0.727771,-0.25491,5.232281
genus,Desulfuromonas,9,Desulfuromonadaceae,-0.7298,-0.156793,4.917626
genus,Desulfobulbus,11,Desulfobulbaceae,-0.737172,-0.161267,4.950256
genus,Desulfococcus,2,Desulfobacteraceae,-0.745083,-0.159703,4.944266
genus,Desulfomicrobium,7,Desulfomicrobiaceae,-0.734672,-0.156437,4.911597
genus,Acidaminococcus,14,Acidaminococcaceae,-0.726487,-0.172754,4.943899
genus,Megasphaera,30,Veillonellaceae,-0.742332,-0.162016,4.948566
genus,Nitrobacter,5,Bradyrhizobiaceae,-0.724254,-0.136083,4.835653
genus,Nitrosomonas,33,Nitrosomonadaceae,-0.748616,-0.16003,4.975472
genus,Thiobacillus,4,Thiobacillaceae,-0.737646,-0.146576,4.870611
genus,Acidithiobacillus,19,Acidithiobacillaceae,-0.761854,-0.147613,4.922767
genus,Starkeya,8,Xanthobacteraceae,-0.718124,-0.150518,4.807913
genus,Thiomonas,14,,-0.735667,-0.143355,4.840888
genus,Halothiobacillus,7,Halothiobacillaceae,-0.744919,-0.130123,4.870716
genus,Thermithiobacillus,1,Thermithiobacillaceae,-0.743746,-0.143499,4.883104
genus,Thiomicrospira,10,Piscirickettsiaceae,-0.753656,-0.154856,4.970997
genus,Hydrogenobacter,4,Aquificaceae,-0.74114,-0.220827,5.166951
genus,Neorickettsia,6,Anaplasmataceae,-0.706921,-0.195107,5.005011
genus,Wolbachia,65,Anaplasmataceae,-0.711441,-0.194365,5.0585
genus,Bdellovibrio,8,Bdellovibrionaceae,-0.741584,-0.169368,4.985682
genus,Bacteriovorax,5,Bacteriovoracaceae,-0.750583,-0.18271,5.074693
genus,Herbaspirillum,49,Oxalobacteraceae,-0.726473,-0.150258,4.856794
genus,Oceanospirillum,7,Oceanospirillaceae,-0.742091,-0.148874,4.942091
genus,Selenomonas,29,Selenomonadaceae,-0.733958,-0.154207,4.918227
genus,Cytophaga,4,Cytophagaceae,-0.772738,-0.179716,5.063914
genus,Cellulophaga,16,Flavobacteriaceae,-0.764439,-0.184098,5.081257
genus,Saccharicrinis,3,Marinilabiliaceae,-0.786961,-0.171461,5.08728
genus,Pedobacter,128,Sphingobacteriaceae,-0.767731,-0.181777,5.062144
genus,Aquimarina,39,Flavobacteriaceae,-0.768581,-0.181275,5.102579
genus,Leeuwenhoekiella,10,Flavobacteriaceae,-0.777911,-0.171084,5.071062
genus,Marinilabilia,3,Marinilabiliaceae,-0.798393,-0.159514,5.07441
genus,Breznakibacter,1,Marinilabiliaceae,-0.783556,-0.158984,5.030593
genus,Solitalea,4,Sphingobacteriaceae,-0.767688,-0.182548,5.068462
genus,Eisenibacter,1,Microscillaceae,-0.794632,-0.165527,5.075554
genus,Flexibacter,1,Flexibacteraceae,-0.774444,-0.169818,5.038791
genus,Bernardetia,1,Bernardetiaceae,-0.778314,-0.183266,5.148837
genus,Hugenholtzia,1,Bernardetiaceae,-0.788592,-0.183356,5.132165
genus,Thermoflexibacter,1,Thermoflexibacteraceae,-0.7813,-0.187239,5.131341
genus,Chitinophaga,58,Chitinophagaceae,-0.784976,-0.165467,5.032499
genus,Marivirga,6,Marivirgaceae,-0.778515,-0.175685,5.093363
genus,Saprospira,1,Saprospiraceae,-0.794772,-0.164915,5.079252
genus,Weeksella,4,Weeksellaceae,-0.778289,-0.18438,5.135848
genus,Bergeyella,2,Weeksellaceae,-0.778327,-0.183323,5.123969
genus,Capnocytophaga,37,Flavobacteriaceae,-0.782604,-0.183432,5.128168
genus,Beggiatoa,5,Thiotrichaceae,-0.748354,-0.173437,5.022985
genus,Marinoscillum,3,Reichenbachiellaceae,-0.792946,-0.153632,5.026971
genus,Microscilla,2,Microscillaceae,-0.774917,-0.173477,5.092675
genus,Thiothrix,10,Thiotrichaceae,-0.752514,-0.150732,4.936665
genus,Afipia,21,Bradyrhizobiaceae,-0.719596,-0.152626,4.841471
genus,Erythrobacter,47,Erythrobacteraceae,-0.736684,-0.1265,4.802817
genus,Chromatium,3,Chromatiaceae,-0.737524,-0.146509,4.905714
genus,Marichromatium,7,Chromatiaceae,-0.732636,-0.131453,4.851763
genus,Allochromatium,5,Chromatiaceae,-0.740648,-0.135221,4.895034
genus,Thermochromatium,1,Chromatiaceae,-0.739928,-0.142814,4.911502
genus,Ectothiorhodospira,9,Ectothiorhodospiraceae,-0.750321,-0.1259,4.888651
genus,Halorhodospira,5,Ectothiorhodospiraceae,-0.75642,-0.10669,4.847498
genus,Thiocapsa,6,Chromatiaceae,-0.740342,-0.137372,4.877138
genus,Thiococcus,1,Chromatiaceae,-0.739358,-0.13518,4.859458
genus,Rhodobacter,30,Rhodobacteraceae,-0.724182,-0.144192,4.804362
genus,Rhodocyclus,3,Rhodocyclaceae,-0.723325,-0.140472,4.823699
genus,Rhodomicrobium,5,Hyphomicrobiaceae,-0.725954,-0.146128,4.834122
genus,Rhodopila,1,Acetobacteraceae,-0.731731,-0.136286,4.801514
genus,Rhodopseudomonas,14,Bradyrhizobiaceae,-0.715231,-0.148345,4.817884
genus,Rhodoblastus,3,Beijerinckiaceae,-0.72435,-0.141209,4.811999
genus,Blastochloris,4,Blastochloridaceae,-0.708346,-0.144201,4.786496
genus,Afifella,4,Afifellaceae,-0.724432,-0.142054,4.826389
genus,Pararhodospirillum,3,Rhodospirillaceae,-0.706318,-0.140404,4.782491
genus,Rhodospirillum,2,Rhodospirillaceae,-0.704467,-0.144174,4.780006
genus,Rhodothalassium,1,Rhodothalassiaceae,-0.727764,-0.11647,4.753024
genus,Rhodovibrio,3,Rhodospirillaceae,-0.736163,-0.11627,4.805528
genus,Chlorobium,10,Chlorobiaceae,-0.736015,-0.160665,4.946175
genus,Chlorobaculum,6,Chlorobiaceae,-0.738249,-0.161809,4.949663
genus,Prosthecochloris,11,Chlorobiaceae,-0.743758,-0.155715,4.956179
genus,Pelodictyon,2,Chlorobiaceae,-0.736645,-0.163672,4.955014
genus,Chloroflexus,7,Chloroflexaceae,-0.742379,-0.160186,4.925181
genus,Aphanothece,3,Aphanothecaceae,-0.738285,-0.1686,4.985869
genus,Chlorogloeopsis,1,Chlorogloeopsidaceae,-0.747283,-0.171425,5.018435
genus,Microcystis,11,Microcystaceae,-0.741702,-0.175151,5.023247
genus,Synechococcus,119,Synechococcaceae,-0.733008,-0.144305,4.883932
genus,Synechocystis,14,Merismopediaceae,-0.751393,-0.166764,4.986066
genus,Pseudanabaena,18,Pseudanabaenaceae,-0.734819,-0.165059,4.982495
genus,Planktothrix,13,Microcoleaceae,-0.747652,-0.171371,5.034101
genus,Anabaena,23,Nostocaceae,-0.741537,-0.172268,5.017083
genus,Trichormus,4,Nostocaceae,-0.738814,-0.170053,5.004079
genus,Dolichospermum,15,Aphanizomenonaceae,-0.740569,-0.176339,5.02912
genus,Aphanizomenon,6,Aphanizomenonaceae,-0.738919,-0.176193,5.027704
genus,Nostoc,63,Nostocaceae,-0.740322,-0.168035,4.998421
genus,Desmonostoc,1,Nostocaceae,-0.739518,-0.166883,4.995362
genus,Leptolyngbya,37,Leptolyngbyaceae,-0.747368,-0.150522,4.946093
genus,Calothrix,23,Calotrichaceae,-0.740318,-0.167511,5.00336
genus,Tolypothrix,11,Tolypothrichaceae,-0.739357,-0.168137,4.998469
genus,Fischerella,10,Hapalosiphonaceae,-0.743784,-0.170664,5.011765
genus,Microchaete,1,Rivulariaceae,-0.739875,-0.16877,5.002965
genus,Phormidium,12,Oscillatoriaceae,-0.746524,-0.155175,4.954388
genus,Scytonema,8,Scytonemataceae,-0.741457,-0.164842,4.999045
genus,Trichodesmium,1,Microcoleaceae,-0.742812,-0.175839,5.047604
genus,Prochlorococcus,55,Prochloraceae,-0.718549,-0.180184,5.002645
genus,Prochlorothrix,1,Prochlorotrichaceae,-0.757792,-0.143708,4.925868
genus,Nitrosococcus,5,Chromatiaceae,-0.758114,-0.159563,4.988775
genus,Nitrosovibrio,6,Nitrosomonadaceae,-0.745948,-0.146955,4.914223
genus,Nitrospira,11,Nitrospiraceae,-0.734004,-0.150126,4.910448
genus,Piscirickettsia,3,Piscirickettsiaceae,-0.751068,-0.168041,5.038058
genus,Leuconostoc,22,Lactobacillaceae,-0.739734,-0.175636,5.004436
genus,Weissella,26,Lactobacillaceae,-0.736649,-0.172294,4.991165
genus,Pediococcus,12,Lactobacillaceae,-0.73378,-0.176863,5.021053
genus,Peptostreptococcus,9,Peptostreptococcaceae,-0.70477,-0.193414,5.057006
genus,Peptoniphilus,37,Peptoniphilaceae,-0.710436,-0.197732,5.076534
genus,Ruminococcus,174,Oscillospiraceae,-0.747204,-0.165835,5.010934
genus,Clostridium,419,Clostridiaceae,-0.72074,-0.192864,5.052648
genus,Micrococcus,41,Micrococcaceae,-0.712765,-0.114496,4.720777
genus,Kocuria,44,Micrococcaceae,-0.722971,-0.115874,4.750524
genus,Dermacoccus,13,Dermacoccaceae,-0.715161,-0.113198,4.730443
genus,Kytococcus,6,Kytococcaceae,-0.715337,-0.109527,4.710736
genus,Staphylococcus,522,Staphylococcaceae,-0.743284,-0.183375,5.07529
genus,Deinococcus,76,Deinococcaceae,-0.723163,-0.136708,4.809383
genus,Streptococcus,377,Streptococcaceae,-0.73742,-0.183148,5.046534
genus,Blautia,79,Lachnospiraceae,-0.753964,-0.166413,5.021426
genus,Faecalicoccus,3,Erysipelotrichaceae,-0.76031,-0.17855,5.080495
genus,Enterococcus,180,Enterococcaceae,-0.739408,-0.187757,5.060853
genus,Lactococcus,37,Streptococcaceae,-0.731062,-0.189491,5.038663
genus,Marinococcus,4,Bacillaceae,-0.764577,-0.151819,4.991435
genus,Planococcus,33,Planococcaceae,-0.73908,-0.180768,5.013629
genus,Aerococcus,19,Aerococcaceae,-0.752201,-0.15995,5
genus,Gemella,18,,-0.708633,-0.208097,5.10704
genus,Atopobium,13,Atopobiaceae,-0.729583,-0.143283,4.871406
genus,Lancefieldella,3,Atopobiaceae,-0.723477,-0.149527,4.876404
genus,Bacillus,722,Bacillaceae,-0.739924,-0.193496,5.066941
genus,Aneurinibacillus,10,Paenibacillaceae,-0.734983,-0.17805,5.009756
genus,Geobacillus,59,Bacillaceae,-0.752679,-0.179703,5.041456
genus,Peribacillus,17,Bacillaceae,-0.730705,-0.195802,5.053733
genus,Alkalihalobacillus,32,Bacillaceae,-0.745179,-0.183319,5.049242
genus,Evansella,3,Bacillaceae,-0.753358,-0.180789,5.057961
genus,Caldalkalibacillus,2,Bacillaceae,-0.750515,-0.185719,5.07732
genus,Parageobacillus,9,Bacillaceae,-0.749485,-0.194252,5.088069
genus,Amphibacillus,6,Bacillaceae,-0.749751,-0.182473,5.074111
genus,Alicyclobacillus,26,Alicyclobacillaceae,-0.755452,-0.15238,4.937686
genus,Schinkia,2,Bacillaceae,-0.729611,-0.197758,5.072081
genus,Metabacillus,12,Bacillaceae,-0.739719,-0.193461,5.071404
genus,Sporosarcina,57,Planococcaceae,-0.729295,-0.186567,5.018823
genus,Psychrobacillus,16,Bacillaceae,-0.727718,-0.199917,5.063265
genus,Paenibacillus,432,Paenibacillaceae,-0.752578,-0.168232,4.995369
genus,Lederbergia,4,Bacillaceae,-0.755402,-0.192372,5.097537
genus,Virgibacillus,38,Bacillaceae,-0.744448,-0.187888,5.066413
genus,Hydrogenibacillus,1,Bacillaceae,-0.725287,-0.159184,4.887176
genus,Hathewaya,3,Clostridiaceae,-0.702842,-0.210695,5.101274
genus,Ruminiclostridium,8,Oscillospiraceae,-0.730331,-0.186688,5.03283
genus,Gottschalkia,2,Gottschalkiaceae,-0.685714,-0.212964,5.088982
genus,Thermoclostridium,3,Oscillospiraceae,-0.74073,-0.184756,5.055041
genus,Acetoanaerobium,4,Peptostreptococcaceae,-0.701225,-0.20442,5.062218
genus,Acetivibrio,9,Oscillospiraceae,-0.735552,-0.186917,5.068885
genus,Thermoanaerobacter,17,Thermoanaerobacteraceae,-0.6948,-0.226822,5.105333
genus,Thermoanaerobacterium,9,Thermoanaerobacterales Family III. Incertae Sedis,-0.71159,-0.211832,5.088538
genus,Moorella,10,Thermoanaerobacteraceae,-0.710789,-0.180773,4.935005
genus,Lachnoclostridium,24,Lachnospiraceae,-0.749306,-0.163125,4.998189
genus,Anaerocolumna,7,Lachnospiraceae,-0.741116,-0.18937,5.065126
genus,Eubacterium,71,Eubacteriaceae,-0.741669,-0.169728,5.006677
genus,Romboutsia,16,Peptostreptococcaceae,-0.69432,-0.210806,5.08046
genus,Clostridioides,1,Peptostreptococcaceae,-0.695546,-0.2007,5.048623
genus,Terrisporobacter,4,Peptostreptococcaceae,-0.702615,-0.208855,5.083306
genus,Faecalicatena,3,Lachnospiraceae,-0.748845,-0.166753,5.010104
genus,Erysipelatoclostridium,9,Erysipelotrichaceae,-0.751482,-0.191,5.115245
genus,Peptoclostridium,3,Peptostreptococcaceae,-0.704659,-0.187082,5.004148
genus,Desulfotomaculum,11,Peptococcaceae,-0.711399,-0.184239,4.972014
genus,Desulfosporosinus,21,Peptococcaceae,-0.713536,-0.189228,4.994545
genus,Desulfofundulus,8,Peptococcaceae,-0.712856,-0.176239,4.948575
genus,Halobacillus,27,Bacillaceae,-0.758946,-0.171488,5.042179
genus,Clavibacter,9,Microbacteriaceae,-0.691443,-0.127274,4.703584
genus,Leifsonia,41,Microbacteriaceae,-0.707083,-0.136391,4.749142
genus,Lactobacillus,158,Lactobacillaceae,-0.736941,-0.180314,5.027213
genus,Lentilactobacillus,17,Lactobacillaceae,-0.744759,-0.171109,5.006109
genus,Latilactobacillus,8,Lactobacillaceae,-0.731904,-0.178156,5.001225
genus,Companilactobacillus,35,Lactobacillaceae,-0.73461,-0.183658,5.038312
genus,Amylolactobacillus,3,Lactobacillaceae,-0.728567,-0.18322,5.029005
genus,Ligilactobacillus,13,Lactobacillaceae,-0.734617,-0.179596,5.030425
genus,Loigolactobacillus,9,Lactobacillaceae,-0.731318,-0.177866,4.988498
genus,Fructilactobacillus,5,Lactobacillaceae,-0.738705,-0.17772,5.030737
genus,Liquorilactobacillus,13,Lactobacillaceae,-0.721604,-0.19702,5.048708
genus,Lacticaseibacillus,28,Lactobacillaceae,-0.737001,-0.165683,4.936804
genus,Kandleria,1,Coprobacillaceae,-0.760283,-0.186371,5.114532
genus,Fructobacillus,7,Lactobacillaceae,-0.72637,-0.165549,4.950032
genus,Limosilactobacillus,25,Lactobacillaceae,-0.756533,-0.16236,5.007593
